period,org_code,parent_org,org_name,ae_attendances_type_1,ae_attendances_type_2,ae_attendances_other_ae_department,ae_attendances_booked_appointments_type_1,ae_attendances_booked_appointments_type_2,ae_attendances_booked_appointments_other_department,attendances_over_4hrs_type_1,attendances_over_4hrs_type_2,attendances_over_4hrs_other_department,attendances_over_4hrs_booked_appointments_type_1,attendances_over_4hrs_booked_appointments_type_2,attendances_over_4hrs_booked_appointments_other_department,patients_who_have_waited_412_hs_from_dta_to_admission,patients_who_have_waited_12_hrs_from_dta_to_admission,emergency_admissions_via_ae__type_1,emergency_admissions_via_ae__type_2,emergency_admissions_via_ae__other_ae_department,other_emergency_admissions,source_file,unnamed_22,unnamed_23,unnamed_24,unnamed_25,unnamed_26,a,Postcode,latitude,longitude
MSitAE-JULY-2024,RP5,NHS ENGLAND NORTH EAST AND YORKSHIRE ,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,13840,0,4123,0,0,0,5411,0,10,0,0,0,1036,236,3839,0,392,1063,Monthly-AE-July-2024-revised.csv,,,,,,,DN2 5LT,53.530805,-1.108942
MSitAE-JULY-2024,RQM,NHS ENGLAND LONDON,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,19890,0,6153,630,0,0,5427,0,149,0,0,0,581,42,2814,0,0,370,Monthly-AE-July-2024-revised.csv,,,,,,,SW10 9NH,51.484308,-0.181644
MSitAE-JULY-2024,RR8,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LEEDS TEACHING HOSPITALS NHS TRUST,17341,765,11634,31,0,32,6911,0,109,12,0,0,1527,324,3595,0,0,1242,Monthly-AE-July-2024-revised.csv,,,,,,,LS9 7TF,53.806117,-1.52148
MSitAE-JULY-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,9996,0,12776,0,0,0,2777,0,12,0,0,0,52,0,3962,0,39,420,Monthly-AE-July-2024-revised.csv,,,,,,,NE29 8NH,55.025241,-1.46734
MSitAE-JULY-2024,RTG,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,21344,0,10061,408,0,31,9283,0,1,168,0,0,888,993,4145,0,1,2616,Monthly-AE-July-2024-revised.csv,,,,,,,DE22 3NE,52.910425,-1.513523
MSitAE-JULY-2024,RTH,NHS ENGLAND SOUTH EAST ,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11911,1955,2104,1488,0,112,3391,0,1,348,0,0,587,0,4416,154,14,4703,Monthly-AE-July-2024-revised.csv,,,,,,,OX3 9DU,51.763867,-1.219773
MSitAE-JULY-2024,RWD,NHS ENGLAND MIDLANDS ,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,10123,0,10310,0,0,0,6944,0,1063,0,0,0,1011,993,4191,0,0,1289,Monthly-AE-July-2024-revised.csv,,,,,,,LN2 5QY,53.233575,-0.519635
MSitAE-JULY-2024,RWE,NHS ENGLAND MIDLANDS ,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,21025,2004,0,0,0,0,8652,104,0,0,0,0,1656,895,6068,3,0,3438,Monthly-AE-July-2024-revised.csv,,,,,,,LE1 5WW,52.6268,-1.135953
MSitAE-JULY-2024,RWF,NHS ENGLAND SOUTH EAST ,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,18284,0,2293,719,0,169,3577,0,36,90,0,0,1088,35,5094,0,0,916,Monthly-AE-July-2024-revised.csv,,,,,,,ME16 9QQ,51.273662,0.483974
MSitAE-JULY-2024,RWH,NHS ENGLAND EAST OF ENGLAND ,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9438,0,7188,0,0,0,4975,0,57,0,0,0,165,10,3255,0,102,301,Monthly-AE-July-2024-revised.csv,,,,,,,SG1 4AB,51.924611,-0.212726
MSitAE-JULY-2024,RWJ,NHS ENGLAND NORTH WEST ,STOCKPORT NHS FOUNDATION TRUST,8420,0,1103,145,0,31,3579,0,40,63,0,2,828,260,2675,0,78,730,Monthly-AE-July-2024-revised.csv,,,,,,,SK2 7JE,53.383778,-2.13202
MSitAE-JULY-2024,RBL,NHS ENGLAND NORTH WEST ,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7920,0,2631,15,0,153,4540,0,4,8,0,0,611,648,2067,0,0,1824,Monthly-AE-July-2024-revised.csv,,,,,,,CH49 5PE,53.36964,-3.096815
MSitAE-JULY-2024,RBN,NHS ENGLAND NORTH WEST ,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,17086,0,7411,434,0,0,6076,0,213,74,0,0,660,385,7272,0,0,623,Monthly-AE-July-2024-revised.csv,,,,,,,L35 5DR,53.420469,-2.784954
MSitAE-JULY-2024,RHM,NHS ENGLAND SOUTH EAST ,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,11913,1320,0,138,0,0,3503,98,0,42,0,0,198,7,3782,5,0,1569,Monthly-AE-July-2024-revised.csv,,,,,,,SO16 6YD,50.933019,-1.435104
MSitAE-JULY-2024,RHU,NHS ENGLAND SOUTH EAST ,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,10175,800,3179,1276,0,738,4790,8,31,648,0,11,1544,36,3554,0,0,2488,Monthly-AE-July-2024-revised.csv,,,,,,,PO6 3LY,50.850297,-1.069932
MSitAE-JULY-2024,RJ2,NHS ENGLAND LONDON,LEWISHAM AND GREENWICH NHS TRUST,14381,0,10887,0,0,0,6683,0,1293,0,0,0,1024,522,4045,0,0,1456,Monthly-AE-July-2024-revised.csv,,,,,,,SE13 6LH,51.453022,-0.017916
MSitAE-JULY-2024,RK5,NHS ENGLAND MIDLANDS ,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,11291,0,5697,315,0,133,4559,0,224,152,0,3,639,148,3769,0,0,277,Monthly-AE-July-2024-revised.csv,,,,,,,NG17 4JL,53.134573,-1.233579
MSitAE-JULY-2024,RM1,NHS ENGLAND EAST OF ENGLAND ,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12293,0,8747,2,0,0,3569,0,7,0,0,0,763,118,2599,0,0,1603,Monthly-AE-July-2024-revised.csv,,,,,,,NR4 7UY,52.617567,1.221195
MSitAE-JULY-2024,RN5,NHS ENGLAND SOUTH EAST ,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,12578,149,625,0,0,92,4915,0,0,0,0,0,460,17,4311,14,29,1220,Monthly-AE-July-2024-revised.csv,,,,,,,RG24 9NA,51.280633,-1.109918
MSitAE-JULY-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11361,338,1519,332,0,14,3150,0,89,49,0,1,340,640,1929,4,0,146,Monthly-AE-July-2024-revised.csv,,,,,,,SM5 1AA,51.380188,-0.183708
MSitAE-JULY-2024,RWX,NHS ENGLAND SOUTH EAST ,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1626,0,0,0,0,0,20,0,0,0,0,0,0,0,45,0,Monthly-AE-July-2024-revised.csv,,,,,,,RG12 2UT,51.416178,-0.740213
MSitAE-JULY-2024,RYJ,NHS ENGLAND LONDON,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11938,3868,7689,0,0,429,4784,33,464,0,0,0,580,130,4198,0,0,1135,Monthly-AE-July-2024-revised.csv,,,,,,,W2 1BL,51.51754,-0.174411
MSitAE-JULY-2024,RPA,NHS ENGLAND SOUTH EAST ,MEDWAY NHS FOUNDATION TRUST,9054,0,6977,415,0,1092,2902,0,753,83,0,0,405,661,1808,0,0,589,Monthly-AE-July-2024-revised.csv,,,,,,,ME7 5NY,51.379862,0.542062
MSitAE-JULY-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3777,0,0,207,0,0,36,0,0,0,0,0,0,0,0,0,Monthly-AE-July-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JULY-2024,RJL,NHS ENGLAND NORTH EAST AND YORKSHIRE ,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9141,0,6548,0,0,446,4715,0,47,0,0,1,667,953,4960,0,0,398,Monthly-AE-July-2024-revised.csv,,,,,,,DN33 2BA,53.544883,-0.096293
Total,Total,Total,Total,1399224,50788,801318,26345,711,46446,543499,1799,22927,7401,25,510,92524,36806,405655,1479,4648,140686,Monthly-AE-July-2024-revised.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE ,WORKINGTON HEALTH LIMITED,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,C82038,NHS ENGLAND MIDLANDS ,LATHAM HOUSE MEDICAL PRACTICE,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,L83087,NHS ENGLAND SOUTH WEST ,OKEHAMPTON MEDICAL CENTRE,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NQT5F,NHS ENGLAND NORTH WEST ,SKELMERSDALE WALK IN CENTRE,0,0,1793,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NQT5H,NHS ENGLAND SOUTH WEST ,PAULTON MEMORIAL HOSPITAL,0,0,1007,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NTV0B,NHS ENGLAND SOUTH EAST ,ASHFORD WALK-IN-CENTRE,0,0,2397,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NTV0W,NHS ENGLAND SOUTH EAST ,WOKING WALK IN CENTRE,0,0,2346,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,Monthly-AE-June-2024.csv,,,,,,,HA7 4LP,51.632566,-0.310435
MSitAE-JUNE-2024,RK9,NHS ENGLAND SOUTH WEST ,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,9105,140,5370,0,0,0,5050,0,205,0,0,0,661,487,2737,0,0,1161,Monthly-AE-June-2024.csv,,,,,,,PL6 8DH,50.41672,-4.113684
MSitAE-JUNE-2024,RW1,NHS ENGLAND SOUTH EAST ,SOUTHERN HEALTH NHS FOUNDATION TRUST,0,0,2968,0,0,0,0,0,38,0,0,0,0,0,0,0,2,130,Monthly-AE-June-2024.csv,,,,,,,SO40 2RZ,50.9313,-1.530052
MSitAE-JUNE-2024,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE ,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,15680,0,0,0,0,0,5159,0,0,0,0,0,1085,1,2879,0,0,283,Monthly-AE-June-2024.csv,,,,,,,HD3 3EA,53.655474,-1.816338
MSitAE-JUNE-2024,Y00751,NHS ENGLAND SOUTH EAST ,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,Y02615,NHS ENGLAND MIDLANDS ,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,Y02676,NHS ENGLAND SOUTH EAST ,BRIGHTON STATION HEALTH CENTRE,0,0,1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,Y07709,NHS ENGLAND SOUTH EAST ,READING URGENT CARE CENTRE,0,0,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,AAH,NHS ENGLAND SOUTH WEST ,TETBURY HOSPITAL TRUST LTD,0,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,AQN04,NHS ENGLAND SOUTH EAST ,PHL LYMINGTON UTC,0,0,2997,0,0,9,0,0,29,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NL7,NHS ENGLAND MIDLANDS ,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NQTE4,NHS ENGLAND MIDLANDS ,SUMMERFIELD URGENT CARE CENTRE,0,0,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,RA9,NHS ENGLAND SOUTH WEST ,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,6512,0,3501,391,0,156,2938,0,14,159,0,0,361,76,2037,0,0,1054,Monthly-AE-June-2024.csv,,,,,,,TQ2 7AA,50.482316,-3.553804
MSitAE-JUNE-2024,RDY,NHS ENGLAND SOUTH WEST ,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Monthly-AE-June-2024.csv,,,,,,,BH17 0RB,50.740073,-1.978038
MSitAE-JUNE-2024,RJ8,NHS ENGLAND SOUTH WEST ,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,61,Monthly-AE-June-2024.csv,,,,,,,PL31 2QN,50.471755,-4.740857
MSitAE-JUNE-2024,RNU,NHS ENGLAND SOUTH EAST ,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,4266,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,OX4 4XN,51.717422,-1.229479
MSitAE-JUNE-2024,RPC,NHS ENGLAND SOUTH EAST ,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1480,0,0,0,0,0,18,0,0,0,0,0,0,0,7,607,Monthly-AE-June-2024.csv,,,,,,,RH19 3DZ,51.135073,-0.0029
MSitAE-JUNE-2024,RTP,NHS ENGLAND SOUTH EAST ,SURREY AND SUSSEX HEALTHCARE NHS TRUST,10487,0,0,0,0,0,3114,0,0,0,0,0,640,445,3275,0,0,877,Monthly-AE-June-2024.csv,,,,,,,RH1 5RH,51.219194,-0.162009
MSitAE-JUNE-2024,RXQ,NHS ENGLAND SOUTH EAST ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,10035,1168,3671,0,0,0,3629,0,165,0,0,0,303,231,3859,833,0,1659,Monthly-AE-June-2024.csv,,,,,,,HP7 0JD,51.663005,-0.621408
MSitAE-JUNE-2024,RY7,NHS ENGLAND NORTH WEST ,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0,0,4533,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,CH42 0LQ,53.380029,-3.026531
MSitAE-JUNE-2024,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7619,0,0,599,0,0,209,0,0,7,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,8J094,NHS ENGLAND MIDLANDS ,BADGER LTD,0,0,0,0,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,ARN03,NHS ENGLAND NORTH EAST AND YORKSHIRE ,LOCAL CARE DIRECT,0,0,2220,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,DT301,NHS ENGLAND EAST OF ENGLAND ,HERTS URGENT CARE (ASCOTS LANE),0,0,2222,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2918,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2927,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NQT51,NHS ENGLAND SOUTH EAST ,STATION PLAZA HEALTH CENTRE,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,8780,0,0,397,0,0,2458,0,0,0,0,0,357,0,2880,0,0,484,Monthly-AE-June-2024.csv,,,,,,,S75 2EP,53.559132,-1.499493
MSitAE-JUNE-2024,RGP,NHS ENGLAND EAST OF ENGLAND ,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7323,0,1255,92,0,0,2945,0,0,35,0,0,561,226,1619,0,0,397,Monthly-AE-June-2024.csv,,,,,,,NR31 6LA,52.561672,1.71798
MSitAE-JUNE-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE ,GATESHEAD HEALTH NHS FOUNDATION TRUST,5684,0,3834,75,0,1,2224,0,47,5,0,0,752,0,1611,0,0,46,Monthly-AE-June-2024.csv,,,,,,,NE9 6SX,54.93938,-1.580781
MSitAE-JUNE-2024,Y03007,NHS ENGLAND MIDLANDS ,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,2097,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,C83023,NHS ENGLAND MIDLANDS ,SLEAFORD MEDICAL GROUP,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NTP11,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,5196,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,RBQ,NHS ENGLAND NORTH WEST ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,Monthly-AE-June-2024.csv,,,,,,,L14 3PE,53.411151,-2.897989
MSitAE-JUNE-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11192,0,0,14,0,0,2007,0,0,0,0,0,151,20,1734,0,0,315,Monthly-AE-June-2024.csv,,,,,,,E9 6SR,51.550634,-0.046099
MSitAE-JUNE-2024,RW4,NHS ENGLAND NORTH WEST ,MERSEY CARE NHS FOUNDATION TRUST,0,0,10278,0,0,0,0,0,477,0,0,0,0,0,0,0,0,60,Monthly-AE-June-2024.csv,,,,,,,L34 1PJ,53.424035,-2.826417
MSitAE-JUNE-2024,RXK,NHS ENGLAND MIDLANDS ,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,14968,1238,8923,938,0,0,7256,149,157,208,0,0,1523,719,2677,0,0,417,Monthly-AE-June-2024.csv,,,,,,,B66 2QT,52.491258,-1.949846
MSitAE-JUNE-2024,RYF,NHS ENGLAND SOUTH WEST ,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1737,0,0,6,0,0,155,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,EX2 7HY,50.720169,-3.464744
MSitAE-JUNE-2024,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3751,0,0,232,0,0,28,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NDJ,NHS ENGLAND SOUTH EAST ,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,RA2,NHS ENGLAND SOUTH EAST ,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,6655,0,1472,643,0,13,1706,0,0,140,0,0,231,4,2484,0,0,1026,Monthly-AE-June-2024.csv,,,,,,,GU2 7XX,51.241016,-0.607463
MSitAE-JUNE-2024,RBT,NHS ENGLAND NORTH WEST ,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,7298,0,2896,89,0,60,4157,0,34,26,0,1,708,520,2234,0,0,1055,Monthly-AE-June-2024.csv,,,,,,,CW1 4QJ,53.117685,-2.475863
MSitAE-JUNE-2024,RCF,NHS ENGLAND NORTH EAST AND YORKSHIRE ,AIREDALE NHS FOUNDATION TRUST,6052,225,0,507,0,0,2440,0,0,0,0,0,489,178,1496,0,0,515,Monthly-AE-June-2024.csv,,,,,,,BD20 6TD,53.897957,-1.962728
MSitAE-JUNE-2024,RHW,NHS ENGLAND SOUTH EAST ,ROYAL BERKSHIRE NHS FOUNDATION TRUST,12057,2187,0,603,43,0,3863,16,0,154,0,0,383,0,2475,1,0,826,Monthly-AE-June-2024.csv,,,,,,,RG1 5AN,51.451022,-0.95933
MSitAE-JUNE-2024,RNQ,NHS ENGLAND MIDLANDS ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,9604,0,8717,443,0,0,3279,0,101,0,0,0,1342,0,2007,0,0,197,Monthly-AE-June-2024.csv,,,,,,,NN16 8UZ,52.402783,-0.741293
MSitAE-JUNE-2024,RWP,NHS ENGLAND MIDLANDS ,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,12929,0,6187,173,0,4,6285,0,16,78,0,0,815,307,3462,0,0,1174,Monthly-AE-June-2024.csv,,,,,,,WR5 1DD,52.191193,-2.181158
MSitAE-JUNE-2024,RY5,NHS ENGLAND MIDLANDS ,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,8619,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,LN5 7JH,53.226467,-0.52415
MSitAE-JUNE-2024,Y02428,NHS ENGLAND EAST OF ENGLAND ,PUTNOE WALK IN CENTRE,0,0,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NLX,NHS ENGLAND SOUTH WEST ,SIRONA CARE & HEALTH,0,0,8844,0,0,254,0,0,533,0,0,50,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NNJ,NHS ENGLAND MIDLANDS ,DHU HEALTH CARE C.I.C,0,0,2109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,NTPAD,NHS ENGLAND SOUTH EAST ,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5309,0,0,306,0,0,31,0,0,3,0,0,0,0,0,0,Monthly-AE-June-2024.csv,,,,,,,NOT AVAILABLE,,
MSitAE-JUNE-2024,R1F,NHS ENGLAND SOUTH EAST ,ISLE OF WIGHT NHS TRUST,4026,0,2004,20,0,15,1791,0,3,6,0,0,214,35,1105,0,0,251,Monthly-AE-June-2024.csv,,,,,,,PO30 5TG,50.710832,-1.301363
MSitAE-JUNE-2024,RAX,NHS ENGLAND LONDON,KINGSTON HOSPITAL NHS FOUNDATION TRUST,7002,0,8294,0,0,0,3269,0,316,0,0,0,265,290,2080,0,143,625,Monthly-AE-June-2024.csv,,,,,,,KT2 7QB,51.414826,-0.282601
MSitAE-JUNE-2024,RBV,NHS ENGLAND NORTH WEST ,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,Monthly-AE-June-2024.csv,,,,,,,M20 4BX,53.429767,-2.230125
MSitAE-JUNE-2024,RCX,NHS ENGLAND EAST OF ENGLAND ,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6764,0,1129,16,0,0,2228,0,0,1,0,0,342,155,2281,0,0,612,Monthly-AE-June-2024.csv,,,,,,,PE30 4ET,52.75663,0.446694
MSitAE-JUNE-2024,REP,NHS ENGLAND NORTH WEST ,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,0,1368,0,0,140,0,0,137,0,0,0,0,0,0,0,106,0,7,Monthly-AE-June-2024.csv,,,,,,,L8 7SS,53.398461,-2.960077
MSitAE-JUNE-2024,RL4,NHS ENGLAND MIDLANDS ,THE ROYAL WOLVERHAMPTON NHS TRUST,12890,0,7593,144,0,877,3915,0,133,28,0,0,1188,212,5864,0,0,864,Monthly-AE-June-2024.csv,,,,,,,WV10 0QP,52.599722,-2.095555
MSitAE-JUNE-2024,RLQ,NHS ENGLAND MIDLANDS ,WYE VALLEY NHS TRUST,6051,1153,0,124,0,0,2435,0,0,25,0,0,422,293,2023,0,0,624,Monthly-AE-June-2024.csv,,,,,,,HR1 2ER,52.058529,-2.707776
MSitAE-JUNE-2024,RLT,NHS ENGLAND MIDLANDS ,GEORGE ELIOT HOSPITAL NHS TRUST,7038,0,1835,0,0,0,2089,0,33,0,0,0,607,51,1078,0,0,37,Monthly-AE-June-2024.csv,,,,,,,CV10 7DJ,52.51258,-1.478439
MSitAE-JUNE-2024,RP6,NHS ENGLAND LONDON,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,0,5779,0,0,0,0,0,197,0,0,0,0,0,0,0,6,0,199,Monthly-AE-June-2024.csv,,,,,,,EC1V 2PD,51.527246,-0.089889
MSitAE-JUNE-2024,RQW,NHS ENGLAND EAST OF ENGLAND ,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8277,0,1781,0,0,687,4145,0,0,0,0,0,412,124,2132,0,0,310,Monthly-AE-June-2024.csv,,,,,,,CM20 1QX,51.771529,0.085457
